timestamp,task_name,gpu_use_card0,gpu_use_card1
2026-05-08T12:26:46,p7-07-impl-deep,90,0
2026-05-08T12:26:48,p7-07-impl-deep,89,0
2026-05-08T12:26:50,p7-07-impl-deep,6,0
2026-05-08T12:26:50,p7-02-review-plan,36,0
2026-05-08T12:26:52,p7-02-review-plan,6,0
2026-05-08T12:26:54,p7-02-review-plan,7,0
2026-05-08T12:26:56,p7-02-review-plan,6,0
2026-05-08T12:26:58,p7-02-review-plan,6,0
2026-05-08T12:27:00,p7-02-review-plan,6,0
2026-05-08T12:27:02,p7-02-review-plan,7,0
2026-05-08T12:27:04,p7-02-review-plan,6,0
2026-05-08T12:27:07,p7-02-review-plan,93,0
2026-05-08T12:27:09,p7-02-review-plan,94,0
2026-05-08T12:27:11,p7-02-review-plan,94,0
2026-05-08T12:27:13,p7-02-review-plan,94,0
2026-05-08T12:27:15,p7-02-review-plan,94,0
2026-05-08T12:27:17,p7-02-review-plan,94,0
2026-05-08T12:27:19,p7-02-review-plan,93,0
2026-05-08T12:27:21,p7-02-review-plan,95,0
2026-05-08T12:27:23,p7-02-review-plan,97,0
2026-05-08T12:27:25,p7-02-review-plan,93,0
2026-05-08T12:27:27,p7-02-review-plan,95,0
2026-05-08T12:27:30,p7-02-review-plan,95,0
2026-05-08T12:27:32,p7-02-review-plan,94,0
2026-05-08T12:27:34,p7-02-review-plan,95,0
2026-05-08T12:27:36,p7-02-review-plan,96,0
2026-05-08T12:27:38,p7-02-review-plan,96,0
2026-05-08T12:27:40,p7-02-review-plan,94,0
2026-05-08T12:27:42,p7-02-review-plan,95,0
2026-05-08T12:27:44,p7-02-review-plan,94,0
2026-05-08T12:27:46,p7-02-review-plan,95,0
2026-05-08T12:27:48,p7-02-review-plan,94,0
2026-05-08T12:27:51,p7-02-review-plan,95,0
2026-05-08T12:27:53,p7-02-review-plan,95,0
2026-05-08T12:27:55,p7-02-review-plan,96,0
2026-05-08T12:27:57,p7-02-review-plan,95,0
2026-05-08T12:27:59,p7-02-review-plan,95,0
2026-05-08T12:28:01,p7-02-review-plan,95,0
2026-05-08T12:28:03,p7-02-review-plan,96,0
2026-05-08T12:28:05,p7-02-review-plan,96,0
2026-05-08T12:28:07,p7-02-review-plan,95,0
2026-05-08T12:28:09,p7-02-review-plan,94,0
2026-05-08T12:28:11,p7-02-review-plan,95,0
2026-05-08T12:28:14,p7-02-review-plan,95,0
2026-05-08T12:28:16,p7-02-review-plan,96,0
2026-05-08T12:28:18,p7-02-review-plan,95,0
2026-05-08T12:28:20,p7-02-review-plan,95,0
2026-05-08T12:28:22,p7-02-review-plan,95,0
2026-05-08T12:28:24,p7-02-review-plan,96,0
2026-05-08T12:28:26,p7-02-review-plan,95,0
2026-05-08T12:28:28,p7-02-review-plan,96,0
2026-05-08T12:28:30,p7-02-review-plan,96,0
2026-05-08T12:28:32,p7-02-review-plan,96,0
2026-05-08T12:28:34,p7-02-review-plan,93,0
2026-05-08T12:28:37,p7-02-review-plan,94,0
2026-05-08T12:28:39,p7-02-review-plan,96,0
2026-05-08T12:28:41,p7-02-review-plan,95,0
2026-05-08T12:28:43,p7-02-review-plan,97,0
2026-05-08T12:28:45,p7-02-review-plan,95,0
2026-05-08T12:28:47,p7-02-review-plan,96,0
2026-05-08T12:28:49,p7-02-review-plan,96,0
2026-05-08T12:28:51,p7-02-review-plan,96,0
2026-05-08T12:28:53,p7-02-review-plan,96,0
2026-05-08T12:28:55,p7-02-review-plan,96,0
2026-05-08T12:28:57,p7-02-review-plan,95,0
2026-05-08T12:29:00,p7-02-review-plan,95,0
2026-05-08T12:29:02,p7-02-review-plan,96,0
2026-05-08T12:29:04,p7-02-review-plan,96,0
2026-05-08T12:29:06,p7-02-review-plan,97,0
2026-05-08T12:29:08,p7-02-review-plan,96,0
2026-05-08T12:29:10,p7-02-review-plan,97,0
2026-05-08T12:29:12,p7-02-review-plan,96,0
2026-05-08T12:29:14,p7-02-review-plan,96,0
2026-05-08T12:29:16,p7-02-review-plan,97,0
2026-05-08T12:29:18,p7-02-review-plan,96,0
2026-05-08T12:29:20,p7-02-review-plan,97,0
2026-05-08T12:29:23,p7-02-review-plan,96,0
2026-05-08T12:29:25,p7-02-review-plan,96,0
2026-05-08T12:29:27,p7-02-review-plan,97,0
2026-05-08T12:29:29,p7-02-review-plan,96,0
2026-05-08T12:29:31,p7-02-review-plan,96,0
2026-05-08T12:29:33,p7-02-review-plan,97,0
2026-05-08T12:29:35,p7-02-review-plan,96,0
2026-05-08T12:29:37,p7-02-review-plan,97,0
2026-05-08T12:29:39,p7-02-review-plan,100,0
2026-05-08T12:29:41,p7-02-review-plan,95,0
2026-05-08T12:29:44,p7-02-review-plan,96,0
2026-05-08T12:29:46,p7-02-review-plan,96,0
2026-05-08T12:29:48,p7-02-review-plan,96,0
2026-05-08T12:29:50,p7-02-review-plan,96,0
2026-05-08T12:29:52,p7-02-review-plan,96,0
2026-05-08T12:29:54,p7-02-review-plan,96,0
2026-05-08T12:29:56,p7-02-review-plan,97,0
2026-05-08T12:29:58,p7-02-review-plan,96,0
2026-05-08T12:30:00,p7-02-review-plan,96,0
2026-05-08T12:30:02,p7-02-review-plan,95,0
2026-05-08T12:30:04,p7-02-review-plan,96,0
2026-05-08T12:30:07,p7-02-review-plan,96,0
2026-05-08T12:30:09,p7-02-review-plan,97,0
2026-05-08T12:30:11,p7-02-review-plan,97,0
2026-05-08T12:30:13,p7-02-review-plan,97,0
2026-05-08T12:30:15,p7-02-review-plan,96,0
2026-05-08T12:30:17,p7-02-review-plan,96,0
2026-05-08T12:30:19,p7-02-review-plan,97,0
2026-05-08T12:30:21,p7-02-review-plan,97,0
2026-05-08T12:30:23,p7-02-review-plan,97,0
2026-05-08T12:30:25,p7-02-review-plan,96,0
2026-05-08T12:30:27,p7-02-review-plan,97,0
2026-05-08T12:30:30,p7-02-review-plan,96,0
2026-05-08T12:30:32,p7-02-review-plan,97,0
2026-05-08T12:30:34,p7-02-review-plan,97,0
2026-05-08T12:30:36,p7-02-review-plan,96,0
2026-05-08T12:30:38,p7-02-review-plan,96,0
2026-05-08T12:30:40,p7-02-review-plan,96,0
2026-05-08T12:30:42,p7-02-review-plan,97,0
2026-05-08T12:30:44,p7-02-review-plan,97,0
2026-05-08T12:30:46,p7-02-review-plan,96,0
2026-05-08T12:30:48,p7-02-review-plan,97,0
2026-05-08T12:30:50,p7-02-review-plan,97,0
2026-05-08T12:30:53,p7-02-review-plan,96,0
2026-05-08T12:30:55,p7-02-review-plan,97,0
2026-05-08T12:30:57,p7-02-review-plan,96,0
2026-05-08T12:30:59,p7-02-review-plan,97,0
2026-05-08T12:31:01,p7-02-review-plan,94,0
2026-05-08T12:31:03,p7-02-review-plan,97,0
2026-05-08T12:31:05,p7-02-review-plan,97,0
2026-05-08T12:31:07,p7-02-review-plan,97,0
2026-05-08T12:31:09,p7-02-review-plan,97,0
2026-05-08T12:31:11,p7-02-review-plan,97,0
2026-05-08T12:31:13,p7-02-review-plan,97,0
2026-05-08T12:31:16,p7-02-review-plan,97,0
2026-05-08T12:31:18,p7-02-review-plan,96,0
2026-05-08T12:31:20,p7-02-review-plan,97,0
2026-05-08T12:31:22,p7-02-review-plan,100,0
2026-05-08T12:31:24,p7-02-review-plan,96,0
2026-05-08T12:31:26,p7-02-review-plan,97,0
2026-05-08T12:31:28,p7-02-review-plan,97,0
2026-05-08T12:31:30,p7-02-review-plan,97,0
2026-05-08T12:31:32,p7-02-review-plan,98,0
2026-05-08T12:31:34,p7-02-review-plan,95,0
2026-05-08T12:31:36,p7-02-review-plan,97,0
2026-05-08T12:31:39,p7-02-review-plan,97,0
2026-05-08T12:31:41,p7-02-review-plan,97,0
2026-05-08T12:31:43,p7-02-review-plan,97,0
2026-05-08T12:31:45,p7-02-review-plan,100,0
2026-05-08T12:31:47,p7-02-review-plan,97,0
2026-05-08T12:31:49,p7-02-review-plan,97,0
2026-05-08T12:31:51,p7-02-review-plan,97,0
2026-05-08T12:31:53,p7-02-review-plan,97,0
2026-05-08T12:31:55,p7-02-review-plan,100,0
2026-05-08T12:31:57,p7-02-review-plan,97,0
2026-05-08T12:32:00,p7-02-review-plan,97,0
2026-05-08T12:32:02,p7-02-review-plan,97,0
2026-05-08T12:32:04,p7-02-review-plan,97,0
2026-05-08T12:32:06,p7-02-review-plan,97,0
2026-05-08T12:32:08,p7-02-review-plan,97,0
2026-05-08T12:32:10,p7-02-review-plan,97,0
2026-05-08T12:32:12,p7-02-review-plan,97,0
2026-05-08T12:32:14,p7-02-review-plan,96,0
2026-05-08T12:32:16,p7-02-review-plan,97,0
2026-05-08T12:32:18,p7-02-review-plan,97,0
2026-05-08T12:32:20,p7-02-review-plan,97,0
2026-05-08T12:32:22,p7-02-review-plan,97,0
2026-05-08T12:32:25,p7-02-review-plan,97,0
2026-05-08T12:32:27,p7-02-review-plan,97,0
2026-05-08T12:32:29,p7-02-review-plan,97,0
2026-05-08T12:32:31,p7-02-review-plan,95,0
2026-05-08T12:32:33,p7-02-review-plan,97,0
2026-05-08T12:32:35,p7-02-review-plan,97,0
2026-05-08T12:32:37,p7-02-review-plan,97,0
2026-05-08T12:32:39,p7-02-review-plan,97,0
2026-05-08T12:32:41,p7-02-review-plan,97,0
2026-05-08T12:32:43,p7-02-review-plan,96,0
2026-05-08T12:32:45,p7-02-review-plan,97,0
2026-05-08T12:32:48,p7-02-review-plan,97,0
2026-05-08T12:32:50,p7-02-review-plan,97,0
2026-05-08T12:32:52,p7-02-review-plan,97,0
2026-05-08T12:32:54,p7-02-review-plan,97,0
2026-05-08T12:32:56,p7-02-review-plan,97,0
2026-05-08T12:32:58,p7-02-review-plan,97,0
2026-05-08T12:33:00,p7-02-review-plan,97,0
2026-05-08T12:33:02,p7-02-review-plan,97,0
2026-05-08T12:33:04,p7-02-review-plan,97,0
2026-05-08T12:33:06,p7-02-review-plan,97,0
2026-05-08T12:33:08,p7-02-review-plan,98,0
2026-05-08T12:33:11,p7-02-review-plan,97,0
2026-05-08T12:33:13,p7-02-review-plan,97,0
2026-05-08T12:33:15,p7-02-review-plan,97,0
2026-05-08T12:33:17,p7-02-review-plan,97,0
2026-05-08T12:33:19,p7-02-review-plan,2,0
2026-05-08T12:33:19,p7-03-review-plan,2,0
2026-05-08T12:33:21,p7-03-review-plan,2,0
2026-05-08T12:33:21,p7-04-review-plan,9,0
2026-05-08T12:33:23,p7-04-review-plan,93,0
2026-05-08T12:33:25,p7-04-review-plan,92,0
2026-05-08T12:33:28,p7-04-review-plan,94,0
2026-05-08T12:33:30,p7-04-review-plan,94,0
2026-05-08T12:33:32,p7-04-review-plan,93,0
2026-05-08T12:33:34,p7-04-review-plan,94,0
2026-05-08T12:33:36,p7-04-review-plan,94,0
2026-05-08T12:33:38,p7-04-review-plan,93,0
2026-05-08T12:33:40,p7-04-review-plan,93,0
2026-05-08T12:33:42,p7-04-review-plan,94,0
2026-05-08T12:33:44,p7-04-review-plan,94,0
2026-05-08T12:33:46,p7-04-review-plan,94,0
2026-05-08T12:33:48,p7-04-review-plan,94,0
2026-05-08T12:33:50,p7-04-review-plan,8,0
2026-05-08T12:33:51,p7-05-review-plan,16,0
2026-05-08T12:33:53,p7-05-review-plan,93,0
2026-05-08T12:33:55,p7-05-review-plan,94,0
2026-05-08T12:33:57,p7-05-review-plan,93,0
2026-05-08T12:33:59,p7-05-review-plan,94,0
2026-05-08T12:34:01,p7-05-review-plan,93,0
2026-05-08T12:34:03,p7-05-review-plan,2,0
2026-05-08T12:34:03,p7-06-review-plan,4,0
2026-05-08T12:34:05,p7-06-review-plan,93,0
2026-05-08T12:34:08,p7-06-review-plan,94,0
2026-05-08T12:34:10,p7-06-review-plan,94,0
2026-05-08T12:34:12,p7-06-review-plan,94,0
2026-05-08T12:34:14,p7-06-review-plan,93,0
2026-05-08T12:34:16,p7-06-review-plan,95,0
2026-05-08T12:34:18,p7-06-review-plan,94,0
2026-05-08T12:34:20,p7-06-review-plan,94,0
2026-05-08T12:34:22,p7-06-review-plan,94,0
2026-05-08T12:34:24,p7-06-review-plan,93,0
2026-05-08T12:34:26,p7-06-review-plan,94,0
2026-05-08T12:34:29,p7-06-review-plan,93,0
2026-05-08T12:34:31,p7-06-review-plan,95,0
2026-05-08T12:34:33,p7-06-review-plan,94,0
2026-05-08T12:34:35,p7-06-review-plan,94,0
2026-05-08T12:34:37,p7-06-review-plan,93,0
2026-05-08T12:34:39,p7-06-review-plan,95,0
2026-05-08T12:34:41,p7-06-review-plan,95,0
2026-05-08T12:34:43,p7-06-review-plan,95,0
2026-05-08T12:34:45,p7-06-review-plan,95,0
2026-05-08T12:34:47,p7-06-review-plan,94,0
2026-05-08T12:34:49,p7-06-review-plan,94,0
2026-05-08T12:34:52,p7-06-review-plan,94,0
2026-05-08T12:34:54,p7-06-review-plan,94,0
2026-05-08T12:34:56,p7-06-review-plan,94,0
2026-05-08T12:34:58,p7-06-review-plan,95,0
2026-05-08T12:35:00,p7-06-review-plan,95,0
2026-05-08T12:35:02,p7-06-review-plan,95,0
2026-05-08T12:35:04,p7-06-review-plan,95,0
2026-05-08T12:35:06,p7-06-review-plan,95,0
2026-05-08T12:35:08,p7-06-review-plan,95,0
2026-05-08T12:35:10,p7-06-review-plan,94,0
2026-05-08T12:35:12,p7-06-review-plan,93,0
2026-05-08T12:35:15,p7-06-review-plan,95,0
2026-05-08T12:35:17,p7-06-review-plan,95,0
2026-05-08T12:35:19,p7-06-review-plan,95,0
2026-05-08T12:35:21,p7-06-review-plan,96,0
2026-05-08T12:35:23,p7-06-review-plan,94,0
2026-05-08T12:35:25,p7-06-review-plan,96,0
2026-05-08T12:35:27,p7-06-review-plan,95,0
2026-05-08T12:35:29,p7-06-review-plan,95,0
2026-05-08T12:35:31,p7-06-review-plan,95,0
2026-05-08T12:35:33,p7-06-review-plan,96,0
2026-05-08T12:35:36,p7-06-review-plan,95,0
2026-05-08T12:35:38,p7-06-review-plan,95,0
2026-05-08T12:35:40,p7-06-review-plan,95,0
2026-05-08T12:35:42,p7-06-review-plan,95,0
2026-05-08T12:35:44,p7-06-review-plan,96,0
2026-05-08T12:35:46,p7-06-review-plan,96,0
2026-05-08T12:35:48,p7-06-review-plan,95,0
2026-05-08T12:35:50,p7-06-review-plan,95,0
2026-05-08T12:35:52,p7-06-review-plan,98,0
2026-05-08T12:35:54,p7-06-review-plan,96,0
2026-05-08T12:35:57,p7-06-review-plan,96,0
2026-05-08T12:35:59,p7-06-review-plan,95,0
2026-05-08T12:36:01,p7-06-review-plan,96,0
2026-05-08T12:36:03,p7-06-review-plan,96,0
2026-05-08T12:36:05,p7-06-review-plan,94,0
2026-05-08T12:36:07,p7-06-review-plan,95,0
2026-05-08T12:36:09,p7-06-review-plan,96,0
2026-05-08T12:36:11,p7-06-review-plan,96,0
2026-05-08T12:36:13,p7-06-review-plan,96,0
2026-05-08T12:36:15,p7-06-review-plan,96,0
2026-05-08T12:36:17,p7-06-review-plan,95,0
2026-05-08T12:36:20,p7-06-review-plan,96,0
2026-05-08T12:36:22,p7-06-review-plan,96,0
2026-05-08T12:36:24,p7-06-review-plan,96,0
2026-05-08T12:36:26,p7-06-review-plan,90,0
2026-05-08T12:36:28,p7-06-review-plan,96,0
2026-05-08T12:36:30,p7-06-review-plan,96,0
2026-05-08T12:36:32,p7-06-review-plan,96,0
2026-05-08T12:36:34,p7-06-review-plan,96,0
2026-05-08T12:36:36,p7-06-review-plan,94,0
2026-05-08T12:36:38,p7-06-review-plan,95,0
2026-05-08T12:36:41,p7-06-review-plan,96,0
2026-05-08T12:36:43,p7-06-review-plan,96,0
2026-05-08T12:36:45,p7-06-review-plan,96,0
2026-05-08T12:36:47,p7-06-review-plan,96,0
2026-05-08T12:36:49,p7-06-review-plan,96,0
2026-05-08T12:36:51,p7-06-review-plan,96,0
2026-05-08T12:36:53,p7-06-review-plan,96,0
2026-05-08T12:36:55,p7-06-review-plan,96,0
2026-05-08T12:36:57,p7-06-review-plan,97,0
2026-05-08T12:36:59,p7-06-review-plan,96,0
2026-05-08T12:37:02,p7-06-review-plan,96,0
2026-05-08T12:37:04,p7-06-review-plan,96,0
2026-05-08T12:37:06,p7-06-review-plan,95,0
2026-05-08T12:37:08,p7-06-review-plan,96,0
2026-05-08T12:37:10,p7-06-review-plan,96,0
2026-05-08T12:37:12,p7-06-review-plan,96,0
2026-05-08T12:37:14,p7-06-review-plan,96,0
2026-05-08T12:37:16,p7-06-review-plan,97,0
2026-05-08T12:37:18,p7-06-review-plan,96,0
2026-05-08T12:37:20,p7-06-review-plan,96,0
2026-05-08T12:37:22,p7-06-review-plan,96,0
2026-05-08T12:37:25,p7-06-review-plan,96,0
2026-05-08T12:37:27,p7-06-review-plan,97,0
2026-05-08T12:37:29,p7-06-review-plan,96,0
2026-05-08T12:37:31,p7-06-review-plan,95,0
2026-05-08T12:37:33,p7-06-review-plan,96,0
2026-05-08T12:37:35,p7-06-review-plan,96,0
2026-05-08T12:37:37,p7-06-review-plan,97,0
2026-05-08T12:37:39,p7-06-review-plan,96,0
2026-05-08T12:37:41,p7-06-review-plan,97,0
2026-05-08T12:37:43,p7-06-review-plan,97,0
2026-05-08T12:37:46,p7-06-review-plan,97,0
2026-05-08T12:37:48,p7-06-review-plan,97,0
2026-05-08T12:37:50,p7-06-review-plan,96,0
2026-05-08T12:37:52,p7-06-review-plan,95,0
2026-05-08T12:37:54,p7-06-review-plan,97,0
2026-05-08T12:37:56,p7-06-review-plan,97,0
2026-05-08T12:37:58,p7-06-review-plan,96,0
2026-05-08T12:38:00,p7-06-review-plan,96,0
2026-05-08T12:38:02,p7-06-review-plan,96,0
2026-05-08T12:38:04,p7-06-review-plan,96,0
2026-05-08T12:38:07,p7-06-review-plan,97,0
2026-05-08T12:38:09,p7-06-review-plan,97,0
2026-05-08T12:38:11,p7-06-review-plan,97,0
2026-05-08T12:38:13,p7-06-review-plan,97,0
2026-05-08T12:38:15,p7-06-review-plan,97,0
2026-05-08T12:38:17,p7-06-review-plan,97,0
2026-05-08T12:38:19,p7-06-review-plan,97,0
2026-05-08T12:38:21,p7-06-review-plan,97,0
2026-05-08T12:38:23,p7-06-review-plan,97,0
2026-05-08T12:38:25,p7-06-review-plan,96,0
2026-05-08T12:38:28,p7-06-review-plan,96,0
2026-05-08T12:38:30,p7-06-review-plan,97,0
2026-05-08T12:38:32,p7-06-review-plan,97,0
2026-05-08T12:38:34,p7-06-review-plan,97,0
2026-05-08T12:38:36,p7-06-review-plan,97,0
2026-05-08T12:38:38,p7-06-review-plan,97,0
2026-05-08T12:38:40,p7-06-review-plan,97,0
2026-05-08T12:38:42,p7-06-review-plan,97,0
2026-05-08T12:38:44,p7-06-review-plan,95,0
2026-05-08T12:38:46,p7-06-review-plan,96,0
2026-05-08T12:38:49,p7-06-review-plan,96,0
2026-05-08T12:38:51,p7-06-review-plan,97,0
2026-05-08T12:38:53,p7-06-review-plan,97,0
2026-05-08T12:38:55,p7-06-review-plan,97,0
2026-05-08T12:38:57,p7-06-review-plan,97,0
2026-05-08T12:38:59,p7-06-review-plan,97,0
2026-05-08T12:39:01,p7-06-review-plan,97,0
2026-05-08T12:39:03,p7-06-review-plan,97,0
2026-05-08T12:39:05,p7-06-review-plan,97,0
2026-05-08T12:39:07,p7-06-review-plan,97,0
2026-05-08T12:39:10,p7-06-review-plan,97,0
2026-05-08T12:39:12,p7-06-review-plan,97,0
2026-05-08T12:39:14,p7-06-review-plan,97,0
2026-05-08T12:39:16,p7-06-review-plan,97,0
2026-05-08T12:39:18,p7-06-review-plan,96,0
2026-05-08T12:39:20,p7-06-review-plan,97,0
2026-05-08T12:39:22,p7-06-review-plan,96,0
2026-05-08T12:39:24,p7-06-review-plan,97,0
2026-05-08T12:39:26,p7-06-review-plan,95,0
2026-05-08T12:39:28,p7-06-review-plan,97,0
2026-05-08T12:39:31,p7-06-review-plan,97,0
